row_id,column,value,confidence,source
192,article_jissue,1,1.0000,baran
205,article_jissue,1,1.0000,baran
227,article_jissue,1,1.0000,baran
231,article_jissue,1,1.0000,baran
233,article_jissue,4,1.0000,baran
261,article_jissue,1,1.0000,baran
262,article_jissue,1,1.0000,baran
282,article_jissue,1,1.0000,baran
306,article_jissue,1,1.0000,baran
337,article_jissue,1,1.0000,baran
340,article_jissue,1,1.0000,baran
342,article_jissue,1,1.0000,baran
344,article_jissue,1,1.0000,baran
354,article_jissue,1,1.0000,baran
366,article_jissue,1,1.0000,baran
372,article_jissue,1,1.0000,baran
383,article_jissue,1,1.0000,baran
460,article_jissue,1,1.0000,baran
507,article_jissue,1,1.0000,baran
512,article_jissue,1,1.0000,baran
533,article_jissue,1,1.0000,baran
542,article_jissue,1,1.0000,baran
586,article_jissue,1,1.0000,baran
587,article_jissue,1,1.0000,baran
604,article_jissue,1,1.0000,baran
635,article_jissue,1,1.0000,baran
645,article_jissue,1,1.0000,baran
656,article_jissue,1,1.0000,baran
684,article_jissue,1,1.0000,baran
712,article_jissue,1,1.0000,baran
730,article_jissue,1,1.0000,baran
745,article_jissue,1,1.0000,baran
786,article_jissue,1,1.0000,baran
823,article_jissue,1,1.0000,baran
827,article_jissue,1,1.0000,baran
832,article_jissue,1,1.0000,baran
839,article_jissue,1,1.0000,baran
862,article_jissue,1,1.0000,baran
886,article_jissue,1,1.0000,baran
968,article_jissue,1,1.0000,baran
972,article_jissue,1,1.0000,baran
975,article_jissue,1,1.0000,baran
991,article_jissue,1,1.0000,baran
206,article_jcreated_at,1/13/01,1.0000,baran
6,article_jcreated_at,1/14/09,1.0000,baran
12,article_jcreated_at,1/15/01,1.0000,baran
13,article_jcreated_at,1/13/11,1.0000,baran
14,article_jcreated_at,1/13/03,1.0000,baran
17,article_jcreated_at,1/13/05,1.0000,baran
18,article_jcreated_at,1/5/01,1.0000,baran
24,article_jcreated_at,1/13/01,1.0000,baran
29,article_jcreated_at,1/13/01,1.0000,baran
39,article_jcreated_at,1/1/99,1.0000,baran
45,article_jcreated_at,1/13/01,1.0000,baran
49,article_jcreated_at,1/7/02,1.0000,baran
53,article_jcreated_at,1/15/01,1.0000,baran
54,article_jcreated_at,1/15/01,1.0000,baran
65,article_jcreated_at,1/3/01,1.0000,baran
74,article_jcreated_at,1/13/01,1.0000,baran
77,article_jcreated_at,1/13/01,1.0000,baran
83,article_jcreated_at,1/13/01,1.0000,baran
98,article_jcreated_at,1/13/10,1.0000,baran
99,article_jcreated_at,1/13/01,1.0000,baran
111,article_jcreated_at,1/14/09,1.0000,baran
117,article_jcreated_at,1/15/01,1.0000,baran
118,article_jcreated_at,8/13/10,1.0000,baran
124,article_jcreated_at,1/14/09,1.0000,baran
129,article_jcreated_at,1/1/01,1.0000,baran
139,article_jcreated_at,1/13/12,1.0000,baran
151,article_jcreated_at,1/5/01,1.0000,baran
158,article_jcreated_at,1/5/01,1.0000,baran
159,article_jcreated_at,1/13/01,1.0000,baran
166,article_jcreated_at,1/13/07,1.0000,baran
172,article_jcreated_at,1/14/09,1.0000,baran
175,article_jcreated_at,1/13/01,1.0000,baran
188,article_jcreated_at,9/23/14,1.0000,baran
196,article_jcreated_at,1/13/01,1.0000,baran
197,article_jcreated_at,1/15/01,1.0000,baran
198,article_jcreated_at,1/15/01,1.0000,baran
202,article_jcreated_at,1/13/01,1.0000,baran
215,article_jcreated_at,1/13/01,1.0000,baran
221,article_jcreated_at,1/13/01,1.0000,baran
238,article_jcreated_at,1/13/01,1.0000,baran
249,article_jcreated_at,1/5/01,1.0000,baran
251,article_jcreated_at,1/13/01,1.0000,baran
254,article_jcreated_at,1/13/01,1.0000,baran
258,article_jcreated_at,1/14/09,1.0000,baran
264,article_jcreated_at,1/5/01,1.0000,baran
267,article_jcreated_at,9/23/14,1.0000,baran
270,article_jcreated_at,1/13/05,1.0000,baran
278,article_jcreated_at,3/13/04,1.0000,baran
279,article_jcreated_at,1/13/10,1.0000,baran
282,article_jcreated_at,1/13/05,1.0000,baran
290,article_jcreated_at,1/15/01,1.0000,baran
291,article_jcreated_at,1/1/01,1.0000,baran
293,article_jcreated_at,1/15/08,1.0000,baran
301,article_jcreated_at,1/3/01,1.0000,baran
304,article_jcreated_at,1/13/01,1.0000,baran
319,article_jcreated_at,1/13/01,1.0000,baran
320,article_jcreated_at,1/13/01,1.0000,baran
321,article_jcreated_at,1/13/01,1.0000,baran
324,article_jcreated_at,1/13/01,1.0000,baran
334,article_jcreated_at,1/15/01,1.0000,baran
335,article_jcreated_at,1/15/01,1.0000,baran
339,article_jcreated_at,1/13/01,1.0000,baran
348,article_jcreated_at,1/13/12,1.0000,baran
356,article_jcreated_at,1/13/07,1.0000,baran
362,article_jcreated_at,1/5/01,1.0000,baran
379,article_jcreated_at,1/15/01,1.0000,baran
384,article_jcreated_at,1/13/05,1.0000,baran
387,article_jcreated_at,1/13/01,1.0000,baran
392,article_jcreated_at,1/15/01,1.0000,baran
397,article_jcreated_at,1/13/02,1.0000,baran
403,article_jcreated_at,1/13/10,1.0000,baran
404,article_jcreated_at,1/14/09,1.0000,baran
405,article_jcreated_at,1/5/01,1.0000,baran
406,article_jcreated_at,1/13/05,1.0000,baran
411,article_jcreated_at,1/13/01,1.0000,baran
412,article_jcreated_at,1/5/01,1.0000,baran
418,article_jcreated_at,1/13/01,1.0000,baran
421,article_jcreated_at,1/14/09,1.0000,baran
423,article_jcreated_at,1/13/02,1.0000,baran
424,article_jcreated_at,1/15/01,1.0000,baran
428,article_jcreated_at,1/13/01,1.0000,baran
429,article_jcreated_at,1/12/02,1.0000,baran
431,article_jcreated_at,1/13/01,1.0000,baran
444,article_jcreated_at,1/13/03,1.0000,baran
445,article_jcreated_at,1/1/01,1.0000,baran
457,article_jcreated_at,1/15/01,1.0000,baran
459,article_jcreated_at,1/13/11,1.0000,baran
462,article_jcreated_at,1/13/05,1.0000,baran
464,article_jcreated_at,1/5/01,1.0000,baran
468,article_jcreated_at,1/13/04,1.0000,baran
471,article_jcreated_at,1/13/01,1.0000,baran
475,article_jcreated_at,1/13/07,1.0000,baran
484,article_jcreated_at,1/13/01,1.0000,baran
487,article_jcreated_at,1/13/01,1.0000,baran
493,article_jcreated_at,1/15/01,1.0000,baran
501,article_jcreated_at,1/13/04,1.0000,baran
503,article_jcreated_at,1/13/01,1.0000,baran
513,article_jcreated_at,1/13/01,1.0000,baran
517,article_jcreated_at,1/13/01,1.0000,baran
518,article_jcreated_at,1/13/01,1.0000,baran
519,article_jcreated_at,1/14/06,1.0000,baran
527,article_jcreated_at,3/23/14,1.0000,baran
533,article_jcreated_at,1/13/11,1.0000,baran
536,article_jcreated_at,1/13/03,1.0000,baran
540,article_jcreated_at,1/13/01,1.0000,baran
557,article_jcreated_at,1/5/01,1.0000,baran
560,article_jcreated_at,1/13/06,1.0000,baran
565,article_jcreated_at,6/13/02,1.0000,baran
566,article_jcreated_at,1/13/02,1.0000,baran
571,article_jcreated_at,1/13/05,1.0000,baran
574,article_jcreated_at,1/13/01,1.0000,baran
577,article_jcreated_at,1/13/09,1.0000,baran
581,article_jcreated_at,1/12/01,1.0000,baran
586,article_jcreated_at,1/13/02,1.0000,baran
594,article_jcreated_at,9/23/14,1.0000,baran
600,article_jcreated_at,4/13/11,1.0000,baran
605,article_jcreated_at,1/13/07,1.0000,baran
612,article_jcreated_at,1/13/01,1.0000,baran
616,article_jcreated_at,1/5/01,1.0000,baran
627,article_jcreated_at,1/5/01,1.0000,baran
633,article_jcreated_at,1/13/01,1.0000,baran
634,article_jcreated_at,3/28/73,1.0000,baran
636,article_jcreated_at,1/3/01,1.0000,baran
649,article_jcreated_at,1/13/11,1.0000,baran
650,article_jcreated_at,1/5/01,1.0000,baran
656,article_jcreated_at,1/5/01,1.0000,baran
662,article_jcreated_at,1/14/01,1.0000,baran
663,article_jcreated_at,1/13/04,1.0000,baran
664,article_jcreated_at,1/13/01,1.0000,baran
674,article_jcreated_at,1/15/01,1.0000,baran
677,article_jcreated_at,1/13/01,1.0000,baran
686,article_jcreated_at,1/5/01,1.0000,baran
690,article_jcreated_at,1/13/01,1.0000,baran
692,article_jcreated_at,1/13/01,1.0000,baran
707,article_jcreated_at,1/13/01,1.0000,baran
708,article_jcreated_at,1/5/01,1.0000,baran
716,article_jcreated_at,1/13/01,1.0000,baran
719,article_jcreated_at,1/13/03,1.0000,baran
721,article_jcreated_at,1/14/09,1.0000,baran
726,article_jcreated_at,1/14/09,1.0000,baran
731,article_jcreated_at,6/13/02,1.0000,baran
734,article_jcreated_at,1/13/06,1.0000,baran
738,article_jcreated_at,1/15/01,1.0000,baran
741,article_jcreated_at,1/13/06,1.0000,baran
743,article_jcreated_at,1/5/01,1.0000,baran
755,article_jcreated_at,1/13/04,1.0000,baran
762,article_jcreated_at,1/13/01,1.0000,baran
772,article_jcreated_at,1/5/01,1.0000,baran
775,article_jcreated_at,1/15/01,1.0000,baran
778,article_jcreated_at,9/23/14,1.0000,baran
780,article_jcreated_at,1/15/01,1.0000,baran
788,article_jcreated_at,1/13/01,1.0000,baran
789,article_jcreated_at,1/13/01,1.0000,baran
808,article_jcreated_at,1/13/01,1.0000,baran
828,article_jcreated_at,5/13/11,1.0000,baran
839,article_jcreated_at,1/13/04,1.0000,baran
852,article_jcreated_at,1/13/11,1.0000,baran
868,article_jcreated_at,1/13/01,1.0000,baran
871,article_jcreated_at,1/13/04,1.0000,baran
876,article_jcreated_at,1/5/01,1.0000,baran
880,article_jcreated_at,1/13/01,1.0000,baran
881,article_jcreated_at,1/13/09,1.0000,baran
884,article_jcreated_at,1/13/04,1.0000,baran
890,article_jcreated_at,1/5/01,1.0000,baran
895,article_jcreated_at,1/13/01,1.0000,baran
897,article_jcreated_at,1/5/01,1.0000,baran
898,article_jcreated_at,1/13/01,1.0000,baran
901,article_jcreated_at,1/13/01,1.0000,baran
904,article_jcreated_at,1/13/11,1.0000,baran
907,article_jcreated_at,1/13/08,1.0000,baran
912,article_jcreated_at,1/13/10,1.0000,baran
913,article_jcreated_at,1/13/01,1.0000,baran
914,article_jcreated_at,1/5/01,1.0000,baran
929,article_jcreated_at,1/3/06,1.0000,baran
936,article_jcreated_at,1/14/01,1.0000,baran
937,article_jcreated_at,1/13/11,1.0000,baran
940,article_jcreated_at,1/13/03,1.0000,baran
942,article_jcreated_at,1/13/03,1.0000,baran
974,article_jcreated_at,1/14/09,1.0000,baran
975,article_jcreated_at,1/5/01,1.0000,baran
982,article_jcreated_at,3/23/14,1.0000,baran
985,article_jcreated_at,1/5/01,1.0000,baran
998,article_jcreated_at,1/13/01,1.0000,baran
1000,article_jcreated_at,1/11/01,1.0000,baran
206,article_pagination,310-5,1.0000,baran
206,author_list,"{""J. Bhagatwala"",""W. Caldwell"",""D. H. Guo"",""A. Mellor"",""H. Zhu"",""R. Caldwell"",""R. Lucas"",""S. J. Parikh"",""Y. Dong"",""S. Sridhar"",""Y. Dong""}",1.0000,baran
7,author_list,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}",1.0000,baran
9,author_list,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}",1.0000,baran
35,author_list,"{""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}",1.0000,baran
39,author_list,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}",1.0000,baran
54,author_list,"{""Sauer N."",""Szecsenyi J."",""Faber R."",""Guthrie E."",""Schaefert R."",""Herzog W."",""Boelter R."",""Wild B."",""Kaufmann C."",""Schellberg D.""}",1.0000,baran
56,author_list,"{""G Spitaleri"",""L Adamoli"",""F Vecchio"",""F de Braud"",""C Catania"",""A Delmonte"",""F Toffalorio"",""T De Pas"",""C Noberasco"",""D Radice"",""A Goldhirsch""}",1.0000,baran
69,author_list,"{""D. R. Sullivan"",""G. Netzer""}",1.0000,baran
76,author_list,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}",1.0000,baran
84,author_list,"{""J. DA - May-Jun DO - 10.4103/1119-3077.130253 DP - NLM ET - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}",1.0000,baran
87,author_list,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}",1.0000,baran
89,author_list,"{""M. Suter"",""V. Giusti""}",1.0000,baran
105,author_list,"{""K. Seo"",""L. G. Epstein""}",1.0000,baran
108,author_list,"{""KATERINA1 BODOVSKI"",""RACHAEL3 WALSH"",""INBAL2 NAHUM-SHANI""}",1.0000,baran
116,author_list,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}",1.0000,baran
117,author_list,"{""Ahmad Qamar"",""Muhammad Shahid"",""Md. Abdur Rahman"",""Ahmed Lbath"",""Akhlaq Ahmad"",""Faizan Ur Rehman"",""Abdullah Murad"",""Bilal Sadiq""}",1.0000,baran
121,author_list,"{""T. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}",1.0000,baran
129,author_list,"{""E.-B. Malmgren-Olsson"",""K. Armelius"",""B.-. Armelius""}",1.0000,baran
165,author_list,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}",1.0000,baran
168,author_list,"{""F Vin"",""F A Allaert"",""J P Benigni"",""S Sadoun""}",1.0000,baran
170,author_list,"{""Allan I Binder""}",1.0000,baran
175,author_list,"{""Emile E Voest"",""Saskia C C M Teunissen"",""Alexander de Graeff"",""Marija Trajkovic-Vidakovic""}",1.0000,baran
186,author_list,"{""Kevin Patrick"",""Jill Rybar"",""Linda Hill"",""Sara Baird"",""Raul Coimbra"",""Susanna Concha-Garcia""}",1.0000,baran
190,author_list,"{""Y L Ku""}",1.0000,baran
198,author_list,"{""Salvatore Dimauro"",""Carolina Ionete"",""Hasan O Akman"",""Carmen Paradas"",""David E Jones"",""Michio Hirano"",""Peter N Riskind"",""Thomas W Smith"",""Heather Lau""}",1.0000,baran
199,author_list,"{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}",1.0000,baran
241,author_list,"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}",1.0000,baran
262,author_list,{NULL},1.0000,baran
271,author_list,{NULL},1.0000,baran
286,author_list,"{""Corinn Taylor""}",1.0000,baran
289,author_list,"{""J. Robinson"",""D. W. Smith"",""B. Colwell"",""S. L. Stevens"",""C. McMillan""}",1.0000,baran
291,author_list,{NULL},1.0000,baran
298,author_list,"{""S. Lin"",""S. E. Nissen"",""K. Wolski"",""I. Sipahi"",""E. M. Tuzcu"",""S. J. Nicholls"",""T. Churchill"",""P. Schoenhagen"",""T. Crowe"",""C. Wang"",""A. Loyd"",""C. Apperson-Hansen"",""W. A. Magyar""}",1.0000,baran
300,author_list,"{""J M Cisler"",""T Mletzko"",""C D Kilts"",""S Tripathi"",""G A James"",""X P Hu"",""C Heim"",""C B Nemeroff"",""H S Mayberg""}",1.0000,baran
315,author_list,{NULL},1.0000,baran
381,author_list,"{""Kazeem B Yusuff"",""Unyime I Eshiet""}",1.0000,baran
399,author_list,"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}",1.0000,baran
402,author_list,"{""A. Amemiya"",""C. R. Dolan"",""H. H. Ardinger"",""C. T. Fong"",""S. E. Wallace"",""T. D. Bird"",""K. Stephens"",""R. J. H. Smith"",""M. P. Adam"",""E. C. Delot"",""L. J. H. Bean"",""E. J. Vilain"",""R. A. Pagon""}",1.0000,baran
405,author_list,"{""Marlon Barg"",""Emilio L Streck"",""Lara M Gomes"",""Vanessa M Andrade"",""Daniela D Leffa"",""Felipe Dal-Pizzol"",""Fabricia Petronilho"",""Francieli Vuolo"",""Milena Carvalho-Silva"",""Fernanda Balbinot"",""Gislaine T Rezin""}",1.0000,baran
417,author_list,"{""NCT01713205 ""}",1.0000,baran
426,author_list,"{""D. R. Sullivan"",""G. Netzer""}",1.0000,baran
460,author_list,"{""W. Yu"",""R. Pagani"",""L. Huang""}",1.0000,baran
483,author_list,"{""M. Wang"",""G. Stewart"",""J. F. Tierney"",""G. Spilopoulos"",""W. Duncan"",""H. S. Hansen"",""Z. Rhugang"",""M. K. Parmar"",""A. Rousell"",""B. Launois"",""K. Nygaard"",""S. J. Arnott"",""M. Gignoux""}",1.0000,baran
508,author_list,"{""Kevin Patrick"",""Jill Rybar"",""Linda Hill"",""Sara Baird"",""Raul Coimbra"",""Susanna Concha-Garcia""}",1.0000,baran
513,author_list,"{""D. Ring"",""R. G. Albers"",""T. G. Guitton""}",1.0000,baran
525,author_list,"{""Qiao-Hong Hu"",""Zhi-Liang Huang"",""Xiao-Ming Fan"",""Shuang-Xi Chen"",""Xiang-Yang Song"",""Xiao-Ying Qiu""}",1.0000,baran
530,author_list,"{""A. L. Steege"",""T. Alterman"",""M. R. Petersen"",""J. Li""}",1.0000,baran
550,author_list,"{""NCT01413984 ""}",1.0000,baran
555,author_list,"{""Yasuhiro Koga"",""Kazutake Okada"",""Toru Ozaki"",""Sotaro Sadahiro"",""Akira Tanaka"",""Toshiyuki Suzuki"",""Hiroko Kamata""}",1.0000,baran
556,author_list,{NULL},1.0000,baran
565,author_list,"{""Sren Brostrm"",""Gunnar Lose""}",1.0000,baran
589,author_list,"{""Yusuf S"",""Fox KA"",""Chow CK"",""Anand SS"",""Jolly S"",""Rao-Melacini P""}",1.0000,baran
604,author_list,"{""M. Heuer"",""S. Radunz"",""A. Paul"",""G. C. Sotiropoulos"",""Z. Mathe"",""T. Trarbach"",""H. A. Baba""}",1.0000,baran
611,author_list,{NULL},1.0000,baran
613,author_list,"{""Julia Dawn Jones"",""Touran Heidi Keen"",""Peter Sze Chai Wong"",""Reza Ashrafi"",""Omer Khanzada"",""Derek Richard Robinson"",""Upul Wickramarachchi""}",1.0000,baran
616,author_list,"{""N Zwetyenga"",""A Bouaichi"",""S Aimad-Eddine"",""B Ella"",""X-A Mommers""}",1.0000,baran
623,author_list,"{""J.-M. Zhao"",""O. Sjaastad""}",1.0000,baran
632,author_list,"{""Kenichi Kokubo"",""Taro Kamisasanuki"",""Kengo Hayashi"",""Kenichiro Kasai"",""Nobutada Katori""}",1.0000,baran
712,author_list,"{""Chandra Y. and Bains Sujeev S. and Egede Leonard E. Osborn""}",1.0000,baran
718,author_list,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}",1.0000,baran
724,author_list,"{""J. De La Camera"",""M. M. Mesfin"",""A. M. Kedir"",""G. Amanual"",""T. Araya"",""I. G. Tareke""}",1.0000,baran
736,author_list,"{""Demosthenes B Panagiotakos"",""Katherine Esposito"",""Christina-Maria Kastorini"",""Dario Giugliano""}",1.0000,baran
745,author_list,"{""Makbule Gezmen-Karadag"",""Anke Oenema"",""Saskia J te Velde"",""Hilal Yildiran"",""Mai J M Chinapaw"",""Johannes Brug"",""Mine Yildirim"",""Eda Koksal"",""Saniye Bilici"",""Nilufer Acar-Tek"",""Gamze Akbulut"",""Nevin Sanlier"",""Maartje M van Stralen"",""Judith S B de Meij"",""Amika S Singh""}",1.0000,baran
746,author_list,"{""David N Maine"",""Genevieve E Courpas"",""James F Weller"",""Jeffrey M Richman"",""Andrew J Rowlingson"",""Christopher L Wu""}",1.0000,baran
748,author_list,"{""J. L. Li"",""P. Newcomb""}",1.0000,baran
750,author_list,"{""K. Seo"",""L. G. Epstein""}",1.0000,baran
773,author_list,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}",1.0000,baran
785,author_list,"{""J M Teno""}",1.0000,baran
787,author_list,"{""K. Peisker"",""B. Singh"",""S. Sanyal"",""Q. Chai"",""X. Ge"",""N. Metzendorf"",""S. Dasgupta""}",1.0000,baran
795,author_list,"{""Kathy W Hosig"",""Sharon M Nickols-Richardson"",""Kavita H Poddar"",""Susan E Duncan"",""Eileen S Anderson""}",1.0000,baran
817,author_list,"{""H. Y. Tong"",""J. Frias"",""R. Lubomirov"",""P. Lapunzina"",""A. M. Borobia"",""J. Tenorio"",""P. Arias"",""A. J. Carcas""}",1.0000,baran
824,author_list,"{""G Villa"",""A Zoppi"",""G D Malamani"",""G Marasi"",""A Vanasia"",""R Fogari""}",1.0000,baran
830,author_list,"{""Cecilia Bj_rkelund"",""Margaretha Jerlock""}",1.0000,baran
840,author_list,"{""Fengjiang Zhang"",""Gang Chen"",""Min Yan"",""Congcong Chen""}",1.0000,baran
842,author_list,{NULL},1.0000,baran
866,author_list,"{""P. Azevedo"",""A. Vaz-Carneiro"",""J. Costa""}",1.0000,baran
873,author_list,"{""Kwok M Ho"",""Geoffrey J Dobb"",""Steven A R Webb""}",1.0000,baran
889,author_list,"{""NCT01153620 ""}",1.0000,baran
900,author_list,"{""KATERINA1 BODOVSKI"",""RACHAEL3 WALSH"",""INBAL2 NAHUM-SHANI""}",1.0000,baran
905,author_list,"{""Thomas Scherer"",""Jose M Garcia"",""Victor Papusha"",""Ji-an Chen"",""Mark Asnicar"",""Joanna Smiechowska"",""Bobby Guillory"",""Christoph Buettner"",""Roy G Smith"",""Anriada Nassif""}",1.0000,baran
929,author_list,"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}",1.0000,baran
931,author_list,{NULL},1.0000,baran
933,author_list,"{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}",1.0000,baran
936,author_list,"{""W. Sexauer"",""M. S. Kavuru"",""U. Vaid"",""K. Gaurav""}",1.0000,baran
941,author_list,"{""Patil S."",""Horobin H.""}",1.0000,baran
946,author_list,{NULL},1.0000,baran
958,author_list,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}",1.0000,baran
969,author_list,"{""R A Robison"",""J L Nelson"",""B L Roeder"",""B L Beckstead"",""G B Schaalje"",""J C Carmen"",""W G Pitt"",""C M Runyan""}",1.0000,baran
987,author_list,"{""C. L. Romano"",""G. Mineo"",""C. Bonora"",""D. Romano""}",1.0000,baran
988,author_list,"{""Y L Ku""}",1.0000,baran
998,author_list,"{""E A BeGole"",""H S Upshaw"",""R J Egolf""}",1.0000,baran
903,id,672671,1.0000,baran
1,id,819735,1.0000,baran
7,id,83012,1.0000,baran
18,id,981412,1.0000,baran
30,id,872389,1.0000,baran
51,id,475847,1.0000,baran
76,id,464335,1.0000,baran
120,id,232896,1.0000,baran
159,id,729712,1.0000,baran
165,id,160121,1.0000,baran
180,id,503159,1.0000,baran
199,id,819735,1.0000,baran
224,id,84783,1.0000,baran
252,id,408198,1.0000,baran
324,id,833251,1.0000,baran
365,id,776651,1.0000,baran
394,id,623367,1.0000,baran
407,id,894502,1.0000,baran
413,id,891370,1.0000,baran
426,id,365654,1.0000,baran
436,id,891370,1.0000,baran
439,id,941515,1.0000,baran
445,id,292980,1.0000,baran
488,id,819735,1.0000,baran
493,id,711472,1.0000,baran
497,id,97795,1.0000,baran
507,id,754594,1.0000,baran
542,id,635082,1.0000,baran
550,id,292980,1.0000,baran
554,id,13408,1.0000,baran
639,id,378289,1.0000,baran
661,id,163839,1.0000,baran
674,id,751168,1.0000,baran
701,id,925315,1.0000,baran
706,id,835177,1.0000,baran
722,id,965082,1.0000,baran
774,id,292980,1.0000,baran
796,id,781141,1.0000,baran
812,id,264151,1.0000,baran
816,id,498344,1.0000,baran
821,id,520771,1.0000,baran
825,id,38413,1.0000,baran
859,id,556116,1.0000,baran
860,id,570704,1.0000,baran
869,id,960371,1.0000,baran
878,id,592893,1.0000,baran
880,id,934177,1.0000,baran
883,id,313584,1.0000,baran
908,id,245200,1.0000,baran
925,id,313030,1.0000,baran
931,id,334681,1.0000,baran
936,id,361080,1.0000,baran
939,id,589265,1.0000,baran
940,id,616298,1.0000,baran
957,id,751168,1.0000,baran
965,id,896410,1.0000,baran
985,id,178424,1.0000,baran
993,id,689666,1.0000,baran
997,id,495319,1.0000,baran
998,id,638918,1.0000,baran
1,article_title,Cytokine profiling of young overweight and obese female African American adults with prediabetes,1.0000,baran
2,article_title,Direct healthcare costs and cost-effectiveness of acute coronary syndrome secondary prevention with ticagrelor compared to clopidogrel: Economic evaluation from the public payer's perspective in Poland based on the PLATO trial results,1.0000,baran
44,article_title,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,1.0000,baran
89,article_title,Cytokine profiling of young overweight and obese female African American adults with prediabetes,1.0000,baran
111,article_title,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,1.0000,baran
120,article_title,Special problems in the prosthetic rehabilitation of deep bite,1.0000,baran
135,article_title,Genetic and phenotypic determinants of blood pressure and other cardiovascular risk factors (GAPP),1.0000,baran
